email,company_name,address,phone,website,source,stage,last_sent_date,initial_sent_date,除外
info@medical-reha-group.jp,Next整体KINMAQ イオンせんげん台院,埼玉県越谷市千間台西3丁目2-12,048-971-6332,https://kinmaq.com/lp/005/contact/?clinicid=80,ekiten_relax,initial,,,
takaya@primary-pc.co.jp,パソコン教室わかるとできるマルナカ高屋校,岡山県岡山市中区高屋３６−１,086-238-2582,https://www.wakarutodekiru.com/school_map/school/takaya/,ekiten_lesson,initial,,,
info@camera-honpo.com,カメラ本舗 渋谷買取センター,東京都渋谷区円山町5番5号 ,03-6262-9601,https://camera-honpo.com/contact#form_line,ekiten_store,initial,,,
abcdefg@gmail.com,たけだ整体院鍼灸院,広島県広島市南区段原南1-19-3,082-909-4047,https://takedaseitai-shinkyu.com,ekiten_relax,initial,,,
shinkyuuinn_orange@outlook.jp,鍼灸院orange（鹿屋市）,鹿児島県鹿屋市共栄町9-5,0994-35-1223,https://www.orangehariclinic.com,ekiten_relax,initial,,,
member@ooooo.com,イケシブ IKEBE SHIBUYA 池部楽器店 旗艦店,東京都渋谷区道玄坂1-7-4,,https://www.ikebe-gakki.com/Form/Inquiry/InquiryInput.aspx,ekiten_store,initial,,,
totonoumichiyuki@gmail.com,整処　みちゆき,東京都渋谷区神泉町1-10,080-7197-7219,https://www.t-michiyuki.com/,ekiten_relax,initial,,,
infotsvo@gmail.com,"TEERA SCUBA VENTURES, OKINAWA",沖縄県名護市宇茂佐の森１丁目８番地２,050-5850-1908,http://teerascuba.com,ekiten_lesson,initial,,,
manabi-jimukyoku@kirsite.com,わかるゼミ中山教室,山形県東村山郡中山町長崎247-5,023-674-7197,https://x.gd/8npB7,ekiten_school,initial,,,
xxxxxxx@reds.co.jp,不動産流通システム【REDS】本社・首都圏営業所,東京都新宿区西新宿1-8-1,080-0100-6633,https://www.reds.co.jp/,ekiten_life,initial,,,
info@smile-make-smile.com,ルルピラ大橋（マンツーマンピラティススタジオ）,福岡県福岡市南区大橋２丁目３−５,,https://bodyhackerslab.com/lulupilates/f-ohashi/,ekiten_lesson,initial,,,
support@creatif-space.org,Creatif クレアティフ,東京都調布市小島町1丁目４-１８,042-444-8025,https://www.creatif-space.org/,ekiten_school,initial,,,
manabi-jimukyoku@kirsite.com,STEP UP DANCE SCHOOL,愛知県岩倉市昭和町1-23,,https://x.gd/step_up,ekiten_lesson,initial,,,
nazuhari@gmail.com,なずな堂鍼灸院,茨城県つくばみらい市板橋２１０２−１,0297-38-6193,http://nazuhari.com,ekiten_relax,initial,,,
nishiken1997@yahoo.co.jp,株式会社　西建,愛知県岡崎市矢作町八剱34-5,0564-33-3211,https://www.nishiken-reform.net/,ekiten_life,initial,,,
hair_appias@yahoo.co.jp,Appias 相模大野【アッピアス】,神奈川県相模原市南区相模大野８丁目２－１７,042-705-4688,http://appias.net/,ekiten_beauty,initial,,,
acorn-kotogakuin@office.zaq.jp,Ａコーン高等学院・通信制高校・学習塾・英会話,大阪府藤井寺市岡２－８－３７,072-938-2851,https://www.acorn-fujiidera-school.com/%E8%A4%87%E8%A3%BD-%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B-%E8%B3%87%E6%96%99%E8%AB%8B%E6%B1%82,ekiten_lesson,initial,,,
formmail@houryu-kan.com,福岡占いの館「宝琉館」博多マルイ店,福岡県福岡市博多区博多駅中央街9-1,070-8504-3345,https://houryu-kan.com/contact,ekiten_life,initial,,,
info@fujihome.jp,富士ホーム,東京都目黒区目黒本町3-4-15,03-6281-8782,https://fujihome-reform.com/,ekiten_life,initial,,,
abcdefg@hijk.com,買取店わかば西国分寺レガ店 ～Reuse Shop WAKABA～,東京都国分寺市泉町3丁目35-1,042-316-8042,https://wakaba-shop.jp/shop/tokyo/,ekiten_store,initial,,,
info@tsuruta-gakki.com,ツルタ楽器岡崎城北センター,愛知県岡崎市末広町４－１２,0564-73-3399,https://www.tsuruta-gakki.com/shop_classroom/okazaki_jouhoku_center/,ekiten_store,initial,,,
iy-yokodai-r@kaitoridaikichi.jp,買取大吉 イトーヨーカドー洋光台店,神奈川県横浜市磯子区洋光台3丁目10-3,0120-527-913,https://www.kaitori-daikichi.jp/store/iy-yokodai-r/,ekiten_store,initial,,,
info_web@suimingu.com, (株)睡眠具プラザトミタ ,埼玉県さいたま市桜区塚本235-3,048-852-3344,http://www.suimingu.com,ekiten_store,initial,,,
info@omg-hd.com,げんき堂整骨院　MEGAドン・キホーテUNY浜松泉町　　 ,静岡県浜松市中央区泉１丁目６−１　　　,053-482-9005,http://www.genkido-s.com/detail/2202/,ekiten_relax,initial,,,
web@omg-hd.com,げんき堂整骨院　MEGAドン・キホーテUNY浜松泉町　　 ,静岡県浜松市中央区泉１丁目６−１　　　,053-482-9005,http://www.genkido-s.com/detail/2202/,ekiten_relax,initial,,,
oideoidenasuhe@yahoo.co.jp,ヒーリングサロンこもれび,栃木県那須塩原市西岩崎99-2,080-5012-2263,https://hikariippai.p-kit.com/,ekiten_relax,initial,,,
info@yosizaki.biz,ヨシザキ企画,埼玉県さいたま市見沼区小深作639−11,,https://www.yosizaki.biz/about/,ekiten_store,initial,,,
info@yosizakishop.main.jp,ヨシザキ企画,埼玉県さいたま市見沼区小深作639−11,,https://www.yosizaki.biz/about/,ekiten_store,initial,,,
yolo-cafe@elixir1.jp,YOLO CAFE 芦屋本店,兵庫県芦屋市大原町11番24号　,0797-23-3699,https://www.yolo-cafe.com/,ekiten_food,initial,,,
info@be-quem.com,心と体のダイエットサロン　ベクヴェーム,大阪府大阪市鶴見区鶴見４−１１−４５,080-5324-5306,https://be-quem.com/,ekiten_beauty,initial,,,
abcd@example.jp,【出張買取＆不用品回収専門店】カウズリサイクル池袋店,東京都豊島区東池袋一丁目17番11号,050-3090-7849,https://cowsrecycle.com/,ekiten_life,initial,,,
suidou@gmail.com,工藤水道,愛媛県松山市生石町272-6,0120-587-655,https://kudo-suido.com/contact/,ekiten_life,initial,,,
iy-yokodai-r@kaitoridaikichi.jp,買取大吉 イトーヨーカドー洋光台店,神奈川県横浜市磯子区洋光台3丁目10-3,0120-527-913,https://www.kaitori-daikichi.jp/store/iy-yokodai-r/,ekiten_life,initial,,,
info_web@suimingu.com, (株)睡眠具プラザトミタ ,埼玉県さいたま市桜区塚本235-3,048-852-3344,http://www.suimingu.com,ekiten_life,initial,,,
info@medfood-japan.jp,人生相談 空〜ku,千葉県柏市十余二248-70,04-7199-3290,https://www.jinseisodan-ku.com/,ekiten_life,initial,,,
info@be-quem.com,心と体のダイエットサロン　ベクヴェーム,大阪府大阪市鶴見区鶴見４−１１−４５,080-5324-5306,https://be-quem.com/,ekiten_life,initial,,,
central.sinkyu@gmail.com,セントラル鍼灸院 Re:laxy,愛知県名古屋市西区名駅2丁目34-17,,https://lin.ee/5ArIUyZ,ekiten_relax,initial,,,
central.sinkyu@gmail.com,セントラル鍼灸院 Re:laxy,愛知県名古屋市西区名駅2丁目34-17,,https://lin.ee/5ArIUyZ,ekiten_beauty,initial,,,
keisetsu1030@icloud.com,占い鑑定＆占い教室 風見鶏,岡山県岡山市北区駅前町1丁目8-18,070-2365-1030,https://uranai-kazamidori.com,ekiten_life,initial,,,
info@dor-ogawa.jp,オガワ本店,埼玉県さいたま市大宮区大門町１丁目２４,048-641-1722,https://www.dor-ogawa.jp/,ekiten_store,initial,,,
info@sanoseisou.jp,佐野清掃,東京都調布市深大寺元町1-11-1,042-444-2544,https://sanoseisou.jp/index/contact/,ekiten_life,initial,,,
toysking.n@web-toiawase.com,トイズキング東京台東区買取センター,東京都台東区台東1丁目32-8,03-5817-8666,https://www.toysking.jp/shop-tokyo.html,ekiten_store,initial,,,
kanri@w-t-l.co.jp,ＷＩＴＨ ＴＨＥ ＬＩＦＥ 西鉄久留米,福岡県久留米市東町38-25,0942-27-6363,http://www.w-t-l.co.jp/,ekiten_life,initial,,,
takayasu.co@nifty.com,横浜　高安畳店,神奈川県横浜市港北区樽町２丁目１３−２０,045-531-0474,http://takayasutatami.world.coocan.jp/,ekiten_store,initial,,,
noreply@messaging.squareup.com,ちかお整体院,神奈川県川崎市中原区丸子通2丁目677,044-281-3626,https://chikao-seitai.com/booking/,ekiten_relax,initial,,,
ashinaganara@yahoo.co.jp,あしながおじさん株式会社,奈良県生駒郡三郷町美松ケ丘東1丁目7-17,0120-966-773,https://www.ashinaga-ojisan.com,ekiten_life,initial,,,
ishinomaki-hebita@kaitoridaikichi.jp,買取大吉　石巻蛇田店,宮城県石巻市恵み野1丁目3-8,0225-24-6933,https://www.kaitori-daikichi.jp/store/ishinomaki-hebita/,ekiten_life,initial,,,
arvillaai@1cs.jp,asian relaxation villa 徳島藍住インター店,徳島県板野郡藍住町徳命字前須西107-2,088-661-2935,http://1cs.jp/arvillaai/n,ekiten_relax,initial,,,
info@ouchi-rs-m.com,OUCHI RE:SET長崎南店,長崎県長崎市上小島2-4-4 2階,090-7286-8210,https://ouchi-rs-m.com/contact/,ekiten_life,initial,,,
body.care.home0.1@gmail.com,BODY CARE HOME 広島,広島県広島市中区袋町２−１７,,https://www.body-care-home.com,ekiten_relax,initial,,,
satoshi.8.8.5.6@gmail.com,BODY CARE HOME 広島,広島県広島市中区袋町２−１７,,https://www.body-care-home.com,ekiten_relax,initial,,,
iyashisu-bell@wonder.ocn.ne.jp,リラクゼーションサロン iyashisu＋ ショッピングシティ ベル店,福井県福井市花堂南2-16-1,0776-34-1844,http://iyashisu.com/shop/bell.html,ekiten_relax,initial,,,
spzq39h9@ray.ocn.ne.jp,中村鍼灸療院,石川県金沢市泉野町2丁目1番42-2号,076-201-8652,https://www.shinq-compass.jp/salon/detail/2764,ekiten_relax,initial,,,
karadarefre@yoyaku.jp,しらふじ整骨院,埼玉県ふじみ野市霞ケ丘１丁目４番地,049-263-5120,https://karadarefre.jp/reserve/_menu/f:99530,ekiten_relax,initial,,,
info@ippodo.net,一歩堂はり灸整骨院・整体院,長野県長野市稲葉1889,026-285-9680,https://www.ippodo.net/,ekiten_relax,initial,,,
hkyomoto@yahoo.co.jp,京之助カイロ整体院,埼玉県さいたま市浦和区大東1-14-11,070-6482-9354,http://kyonosuke.com/,ekiten_relax,initial,,,
osst.celeste@gmail.com,SO矢's-Stretch,東京都渋谷区桜丘町9-20,,https://tol-app.jp/s/st-celeste0103,ekiten_relax,initial,,,
tenchizinann@yahoo.co.jp,理学整体/美肌鍼【鍼灸 天地人庵】,大阪府大阪市住吉区東粉浜1丁目5-12  ,050-6861-7435,https://tenchizinann.wixsite.com/mysite,ekiten_beauty,initial,,,
info@raplit.com,隆鼻矯正専門店ラプリ　心斎橋店,大阪府大阪市中央区西心斎橋1-9-15,06-4300-3773,https://raplit.com/,ekiten_relax,initial,,,
kogaoroomx@gmail.com,矯正ビューティー,兵庫県神戸市中央区加納町4-10-17,078-331-2340,https://beauty.hotpepper.jp/kr/slnH000278773/coupon/,ekiten_relax,initial,,,
micchi5s@gmail.com,疲れほぐしリラクゼーション頭首肩背腰脚足サロンRELA RICH上越店,新潟県上越市春日山町3丁目3－16,090-5205-8698,https://rela-rich.square.site/,ekiten_relax,initial,,,
relarich.joetsu@gmail.com,疲れほぐしリラクゼーション頭首肩背腰脚足サロンRELA RICH上越店,新潟県上越市春日山町3丁目3－16,090-5205-8698,https://rela-rich.square.site/,ekiten_relax,initial,,,
tenchizinann@yahoo.co.jp,理学整体/美肌鍼【鍼灸 天地人庵】,大阪府大阪市住吉区東粉浜1丁目5-12  ,050-6861-7435,https://tenchizinann.wixsite.com/mysite,ekiten_relax,initial,,,
info@teante.salon,TEANTEテアンテ,大分県別府市荘園8組-1,0977-70-9217,https://teante.salon/,ekiten_relax,initial,,,
parivaar202502@gmail.com,パリワール出張癒しサロン,千葉県柏市,070-8427-0371,https://www.parivaar.net/,ekiten_relax,initial,,,
saku26718@gmail.com,足つぼ専門店　朔.【サク】,大阪府大阪市都島区内代町2-6-22,070-6540-3923,https://ameblo.jp/asitsuboyasaku/,ekiten_relax,initial,,,
